"GO_term_ID","gene_index","Uniprot_ID","gene_symbol","gene_name","GO_term_name","GO_term_definition"
"GO:0022030",3886,"P10071","GLI3","Transcriptional activator GLI3","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",5181,"P35222","CTNNB1","Catenin beta-1","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",5494,"P43034","PAFAH1B1","Platelet-activating factor acetylhydrolase IB subunit beta","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",6226,"P55316","FOXG1","Forkhead box protein G1","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",6750,"P78509","RELN","Reelin","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",6883,"Q00535","CDK5","Cyclin-dependent kinase 5","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",7533,"Q13319","CDK5R2","Cyclin-dependent kinase 5 activator 2","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",7754,"Q14114","LRP8","Low-density lipoprotein receptor-related protein 8","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",8061,"Q15078","CDK5R1","Cyclin-dependent kinase 5 activator 1","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",9534,"Q5VWQ8","DAB2IP","Disabled homolog 2-interacting protein","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",13655,"Q8WXH0","SYNE2","Nesprin-2","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",14802,"Q96MC5","BMERB1","bMERB domain-containing protein 1","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",14865,"Q96N66","MBOAT7","Lysophospholipid acyltransferase 7","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",16421,"Q9H244","P2RY12","P2Y purinoceptor 12","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",17224,"Q9NQC3","RTN4","Reticulon-4","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",17338,"Q9NRI5","DISC1","Disrupted in schizophrenia 1 protein","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",18302,"Q9UH99","SUN2","SUN domain-containing protein 2","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",18662,"Q9ULJ6","ZMIZ1","Zinc finger MIZ domain-containing protein 1","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",19199,"Q9Y466","NR2E1","Nuclear receptor subfamily 2 group E member 1","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",19446,"Q9Y653","ADGRG1","Adhesion G-protein coupled receptor G1","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0030116",2031,"O60542","PSPN","Persephin","glial cell-derived neurotrophic factor receptor binding","A growth factor that binds selectively and non-covalently to glial cell-derived neurotrophic factor receptors."
"GO:0030116",5352,"P39905","GDNF","Glial cell line-derived neurotrophic factor","glial cell-derived neurotrophic factor receptor binding","A growth factor that binds selectively and non-covalently to glial cell-derived neurotrophic factor receptors."
"GO:0030116",9294,"Q5T4W7","ARTN","Artemin","glial cell-derived neurotrophic factor receptor binding","A growth factor that binds selectively and non-covalently to glial cell-derived neurotrophic factor receptors."
"GO:0030116",15343,"Q99748","NRTN","Neurturin","glial cell-derived neurotrophic factor receptor binding","A growth factor that binds selectively and non-covalently to glial cell-derived neurotrophic factor receptors."
"GO:0034349",1248,"O00548","DLL1","Delta-like protein 1","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",2318,"O75509","TNFRSF21","Tumor necrosis factor receptor superfamily member 21","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",3237,"P04637","TP53","Cellular tumor antigen p53","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",3340,"P06400","RB1","Retinoblastoma-associated protein","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",4083,"P13500","CCL2","C-C motif chemokine 2","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",4336,"P17252","PRKCA","Protein kinase C alpha type","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",4744,"P24723","PRKCH","Protein kinase C eta type","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",5438,"P41743","PRKCI","Protein kinase C iota type","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",5462,"P42574","CASP3","Caspase-3","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",6212,"P55211","CASP9","Caspase-9","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",6883,"Q00535","CDK5","Cyclin-dependent kinase 5","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",7029,"Q02952","AKAP12","A-kinase anchor protein 12","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",7115,"Q05655","PRKCD","Protein kinase C delta type","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",7394,"Q12933","TRAF2","TNF receptor-associated factor 2","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",7837,"Q14393","GAS6","Growth arrest-specific protein 6","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034349",17841,"Q9NZC2","TREM2","Triggering receptor expressed on myeloid cells 2","glial cell apoptotic process","Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."
"GO:0034350",1248,"O00548","DLL1","Delta-like protein 1","regulation of glial cell apoptotic process","Any process that modulates the frequency, rate, or extent of glial cell apoptotic process."
